area_type,availability,size,society,location,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,Viman Nagar,1185,2,1,40.17
Super built-up  Area,Ready To Move,3 BHK,GRvasth,Vishrant Wadi,2250,3,1,113
Super built-up  Area,Ready To Move,2 BHK,S2kaaan,Wagholi,1178,2,2,40.43
Super built-up  Area,Ready To Move,4 BHK,Roale D,Wakadewadi,36000,4,2,450
Super built-up  Area,Ready To Move,1 BHK,UKe 2nz,Wanowrie,825,1,1,44.9
Super built-up  Area,18-May,3 BHK,,Warje,1250,3,2,43
Super built-up  Area,Ready To Move,2 BHK,Courf T,Yerawada,1113.12,2,2,55
Super built-up  Area,Ready To Move,3 BHK,SaignSo,Alandi Road,1718,3,3,223
Super built-up  Area,Ready To Move,2 BHK,Srncyla,Ambegaon Budruk,1010,2,1,35
Super built-up  Area,21-Dec,2 BHK,PrarePa,Anandnagar,900,2,1,41
Plot  Area,Ready To Move,4 Bedroom,,Aundh,1500,4,3,240
Plot  Area,Ready To Move,1 Bedroom,,Aundh Road,540,1,1,16.5
Super built-up  Area,18-May,2 BHK,,Balaji Nagar,1020,2,2,29.46
Super built-up  Area,18-Jun,2 BHK,PuendWe,Baner,1194,2,1,71.64
Plot  Area,Ready To Move,8 Bedroom,,Baner road,1470,6,2,300
Plot  Area,Ready To Move,3 Bedroom,,Bhandarkar Road,600,4,2,100
Super built-up  Area,Ready To Move,2 BHK,Prarkun,Bhavani Peth,1108,2,1,67.15
Built-up  Area,Ready To Move,4 BHK,RMudeat,Bibvewadi,3895,2,1,451
Super built-up  Area,21-Jan,2 BHK,PrarePa,Bopodi,700,2,1,34.99
Super built-up  Area,Ready To Move,3 BHK,,Budhwar Peth,1600,3,3,68
Super built-up  Area,Ready To Move,3 BHK,,Bund Garden Road,1850,3,2,90
Super built-up  Area,Ready To Move,2 BHK,LIandee,Camp,1250,2,2,33
Built-up  Area,Ready To Move,1 Bedroom,,Chandan Nagar,600,1,1,43
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,Dapodi,1140,2,1,49.27
Super built-up  Area,Ready To Move,3 BHK,,Deccan Gymkhana,1200,2,2,75
Super built-up  Area,Ready To Move,2 BHK,Rarelt ,Dehu Road,985,2,1,55
Super built-up  Area,Ready To Move,2 BHK,Sronda ,Dhankawadi,982,2,2,55
Built-up  Area,Ready To Move,1 BHK,NaensGa,Dhayari Phata,600,1,0,20
Super built-up  Area,Ready To Move,3 BHK,Brica E,Dhole Patil Road,2640,5,1,142
Super built-up  Area,Ready To Move,2 BHK,DLhtsnd,Erandwane,1314,2,2,68.8
Super built-up  Area,Ready To Move,3 BHK,,Fatima Nagar,1700,2,2,68.5
Super built-up  Area,18-May,2 BHK,Inntsth,Fergusson College Road,1077,2,2,93
Built-up  Area,Ready To Move,4 Bedroom,MRowsea,Ganesh Peth,1782 - 2000,,,66.165
Super built-up  Area,Ready To Move,5 BHK,,Ganeshkhind,2000,4,1,99
Super built-up  Area,Ready To Move,3 BHK,Viockit,Ghorpade Peth,1643,3,2,75
Plot  Area,Ready To Move,3 Bedroom,,Ghorpadi,1200,3,1,67
Super built-up  Area,Ready To Move,2 BHK,Sonviik,Gokhale Nagar,1116,2,1,51.91
Super built-up  Area,Ready To Move,2 BHK,SLtias ,Gultekdi,1020,2,1,41.82
Built-up  Area,Ready To Move,7 Bedroom,,Guruwar peth,621,7,,64
Built-up  Area,Ready To Move,3 BHK,InockHo,Hadapsar,1740,3,2,55
Super built-up  Area,18-May,2 BHK,,Hadapsar Industrial Estate,1225,2,2,47
Built-up  Area,Ready To Move,3 BHK,Pronyt ,Hingne Khurd,1241,2,1,61
Super built-up  Area,Ready To Move,2 BHK,MDncyhi,Jangali Maharaj Road,1041,2,2,40.6
Super built-up  Area,Ready To Move,2 BHK,Jaw 2 L,Kalyani Nagar,1050,2,2,46
Super built-up  Area,18-Mar,3 BHK,,Karve Nagar,4400,3,1,901
Super built-up  Area,21-May,2 BHK,GolusLi,Karve Road,1309,2,3,64.39
Super built-up  Area,Ready To Move,2 BHK,,Kasba Peth,1128,2,2,45
Super built-up  Area,Ready To Move,3 BHK,7 ise P,Katraj,1430,2,1,50
Super built-up  Area,19-Dec,2 BHK,SheldGr,Khadaki,1065,2,1,47.86
Super built-up  Area,Ready To Move,2 BHK,,Khadki,1085,2,1,64
Plot  Area,Ready To Move,1 Bedroom,,Kharadi,750,1,1,30
Super built-up  Area,Ready To Move,2 BHK,,Kondhwa,981,2,2,37.28
Carpet  Area,18-Dec,4 BHK,Rosha I,Kondhwa Budruk,1548.3,4,1,129
Super built-up  Area,Ready To Move,4 BHK,Goateds,Kondhwa Khurd,2302,4,2,300
Built-up  Area,Ready To Move,3 BHK,,Koregaon Park,1410,2,2,60
Super built-up  Area,19-Mar,3 BHK,Sosisic,Kothrud,1525.84,3,1,117
Super built-up  Area,Ready To Move,2 BHK,Dhalsh ,Law College Road,1200,2,2,42.6
Built-up  Area,Ready To Move,2 BHK,,Laxmi Road,1030,2,2,80
Super built-up  Area,Ready To Move,3 BHK,Coise P,Lulla Nagar,1852,2,,95
Built-up  Area,18-Dec,2 BHK,,Mahatma Gandhi Road,1160,2,1,33.5
Built-up  Area,Ready To Move,2 BHK,DLhtsan,Mangalwar peth,918,2,1,49
Super built-up  Area,19-Dec,3 BHK,Magiaya,Manik Bagh,1255,2,1,90
Plot  Area,Ready To Move,6 Bedroom,,Market yard,1200,6,3,250
Built-up  Area,Ready To Move,3 BHK,,Model colony,1150,2,2,49.9
Super built-up  Area,Ready To Move,3 BHK,,Mukund Nagar,2700,3,,324
Built-up  Area,18-Mar,2 BHK,,Mundhawa,1150,2,2,69
Super built-up  Area,Ready To Move,2 BHK,Iseenst,Nagar Road,1227,2,2,53.49
Super built-up  Area,18-Dec,3 BHK,Magiaya,Nana Peth,1255,3,2,77.68
Plot  Area,Ready To Move,6 Bedroom,,Narayan Peth,840,8,0,120
Super built-up  Area,Ready To Move,2 BHK,Prcesvy,Narayangaon,1198,2,1,82
Plot  Area,Ready To Move,3 Bedroom,,Navi Peth,1200,3,1,160
Built-up  Area,Ready To Move,3 BHK,CaaveEn,Padmavati,188.89Sq. Yards,3,1,180
Built-up  Area,Ready To Move,4 Bedroom,V2gesre,Parvati Darshan,2600,3,1,95
Super built-up  Area,Ready To Move,3 BHK,Prtanha,Pashan,2072,4,2,139
Super built-up  Area,Ready To Move,2 BHK,Shvarji,Paud Road,797,2,1,32
Built-up  Area,Ready To Move,3 BHK,Rarelt ,Pirangut,1350,2,3,68
Built-up  Area,Ready To Move,4 BHK,EsniaGa,Prabhat Road,2500,4,,200
Super built-up  Area,Ready To Move,3 BHK,Prtanha,Pune Railway Station,2215,4,2,160
Super built-up  Area,21-Dec,1 BHK,PrarePa,Rasta Peth,525,1,1,30
Super built-up  Area,Ready To Move,4 BHK,,Raviwar Peth,2700,4,3,260
Super built-up  Area,Ready To Move,3 BHK,,Sadashiv Peth,1500,2,1,90
Plot  Area,Ready To Move,2 Bedroom,,Sahakar Nagar,900,2,0,55
Super built-up  Area,Ready To Move,3 BHK,,Salunke Vihar,1355,2,3,58.27
Super built-up  Area,Ready To Move,3 BHK,,Sasson Road,1465,2,2,49.81
Plot  Area,Ready To Move,2 Bedroom,SVoutow,Satara Road,1006,2,1,57
Built-up  Area,Ready To Move,4 BHK,,Senapati Bapat Road,2000,4,1,75
Super built-up  Area,18-Aug,2 BHK,Prarkun,Shaniwar Peth,1128,2,1,65.7
Built-up  Area,Ready To Move,2 BHK,,Shivaji Nagar,850,2,0,35
Super built-up  Area,Ready To Move,3 BHK,Shhin S,Shukrawar Peth,1310,2,3,68
Super built-up  Area,Ready To Move,2 BHK,Bregae ,Sinhagad Road,1390,2,2,86
Super built-up  Area,Ready To Move,3 BHK,,Somwar Peth,1390,2,2,76.45
Plot  Area,Ready To Move,4 Bedroom,,Swargate,2396,4,2,325
Super built-up  Area,Ready To Move,2 BHK,Cearuy ,Tilak Road,1170,2,1,33
Super built-up  Area,Ready To Move,3 BHK,Apentir,Uruli Devachi,1385,2,2,50
Super built-up  Area,Ready To Move,2 BHK,,Vadgaon Budruk,1160,2,1,42
Super built-up  Area,18-May,2 BHK,Sryalan,Wadgaon Sheri,1160,2,1,33.5
Super built-up  Area,Ready To Move,3 BHK,SNity S,Viman Nagar,1200,2,2,69
Super built-up  Area,Ready To Move,2 BHK,3Codeli,Vishrant Wadi,1475,2,2,55
Built-up  Area,20-Jul,3 Bedroom,NVdenic,Wagholi,1939,3,0,98
Built-up  Area,Ready To Move,2 BHK,Prhna S,Wakadewadi,850,2,2,42
Built-up  Area,17-May,1 BHK,Soresea,Wanowrie,675,1,1,45
Built-up  Area,Ready To Move,2 BHK,GMown E,Warje,1060,2,1,51
Super built-up  Area,18-Jun,2 BHK,SSdhimr,Yerawada,1235,2,2,47
Plot  Area,18-May,2 Bedroom,,Alandi Road,600,4,1,110
Super built-up  Area,Ready To Move,2 BHK,,Ambegaon Budruk,1250,2,1,60
Super built-up  Area,Ready To Move,2 BHK,Ajacea ,Anandnagar,1460,2,3,70
Super built-up  Area,Ready To Move,3 BHK,DLhtsnd,Aundh,1690,3,2,85
Built-up  Area,Ready To Move,1 BHK,GoilsDa,Aundh Road,850,1,2,57
Super built-up  Area,Ready To Move,3 BHK,PuandHi,Balaji Nagar,1843,3,2,82
Built-up  Area,Ready To Move,3 BHK,Eladero,Baner,1680,3,2,117
Super built-up  Area,Ready To Move,2 BHK,Dieldli,Baner road,1047,2,1,84
Super built-up  Area,18-Jun,2 BHK,,Bhandarkar Road,1100,2,2,35
Plot  Area,Ready To Move,8 Bedroom,,Bhavani Peth,3250,8,1,600
Super built-up  Area,Ready To Move,2 BHK,,Bibvewadi,1120,2,3,53
Super built-up  Area,Ready To Move,2 BHK,Shmai D,Bopodi,1095,2,2,38.33
Super built-up  Area,19-Oct,2 BHK,,Budhwar Peth,970,2,2,35
Plot  Area,Ready To Move,5 Bedroom,Duavenc,Bund Garden Road,1200,7,2,125
Built-up  Area,Ready To Move,3 BHK,Saowsou,Camp,1100,2,3,85
Super built-up  Area,Ready To Move,3 BHK,Baveles,Chandan Nagar,1685,3,2,85
Built-up  Area,Ready To Move,2 BHK,,Dapodi,1148,2,1,59
Built-up  Area,Ready To Move,2 BHK,Palanla,Deccan Gymkhana,1050,2,1,65
Super built-up  Area,Ready To Move,3 BHK,SNity S,Dehu Road,1465,2,1,76
Plot  Area,Ready To Move,4 Bedroom,Fencyes,Dhankawadi,3401,5,,230
Built-up  Area,17-Dec,1 BHK,Prarkun,Dhayari Phata,630,1,1,60
Super built-up  Area,Ready To Move,3 BHK,Brngsal,Dhole Patil Road,1850,3,1,150
Plot  Area,Ready To Move,9 Bedroom,,Erandwane,1200,9,,175
Built-up  Area,Ready To Move,4 Bedroom,,Fatima Nagar,1750,2,1,225
Built-up  Area,Ready To Move,3 BHK,Maenara,Fergusson College Road,1350,3,1,60
Super built-up  Area,Ready To Move,3 BHK,Saitya ,Ganesh Peth,1760,3,2,160
Super built-up  Area,Ready To Move,2 BHK,Brway G,Ganeshkhind,1440,2,2,185
Super built-up  Area,Ready To Move,2 BHK,SrentAp,Ghorpade Peth,1200,2,0,42
Built-up  Area,Ready To Move,2 BHK,Matrai ,Ghorpadi,1100,2,1,78
Built-up  Area,Ready To Move,2 BHK,,Gokhale Nagar,1140,2,2,46
Super built-up  Area,19-Aug,3 BHK,DSapete,Gultekdi,1469 - 1766,3,0,73.595
Super built-up  Area,Ready To Move,2 BHK,MBireap,Guruwar peth,1410,2,2,45
Super built-up  Area,Ready To Move,3 BHK,Neisei ,Hadapsar,1434,2,1,67.39
Plot  Area,Ready To Move,2 Bedroom,,Hadapsar Industrial Estate,1180,2,2,74
Super built-up  Area,Ready To Move,2 BHK,Dhalsh ,Hingne Khurd,1160,2,2,42
Super built-up  Area,Ready To Move,2 BHK,Ste 2al,Jangali Maharaj Road,1343,2,2,86
Built-up  Area,Ready To Move,2 BHK,,Kalyani Nagar,1184,2,1,69
Super built-up  Area,Ready To Move,3 BHK,Proodt ,Karve Nagar,2246,3,0,300
Built-up  Area,Ready To Move,3 Bedroom,,Karve Road,4510,4,3,200
Super built-up  Area,Ready To Move,3 BHK,Pridsi ,Kasba Peth,1305,2,1,59
Super built-up  Area,Ready To Move,4 BHK,Maana E,Katraj,3785,5,,280
Super built-up  Area,Ready To Move,3 BHK,,Khadaki,1540,3,2,85
Super built-up  Area,Ready To Move,3 BHK,JRrnauv,Khadki,1550,3,3,65.11
Super built-up  Area,Ready To Move,3 BHK,Apows M,Kharadi,1345,2,1,57
Super built-up  Area,Ready To Move,3 BHK,Assha A,Kondhwa,975,2,2,45
Super built-up  Area,Ready To Move,2 BHK,NRosete,Kondhwa Budruk,1140,2,2,46
Super built-up  Area,18-Aug,2 BHK,DSvvyx ,Kondhwa Khurd,1152,2,1,34.56
Built-up  Area,Ready To Move,4 Bedroom,,Koregaon Park,3200,4,2,700
Super built-up  Area,19-Dec,3 BHK,,Kothrud,1033,2,2,31.5
Super built-up  Area,Ready To Move,3 BHK,PriumMi,Law College Road,1800,3,0,230
Super built-up  Area,Ready To Move,2 BHK,,Laxmi Road,1102,2,2,53.67
Super built-up  Area,Ready To Move,3 BHK,,Lulla Nagar,1223,2,2,42.81
Super built-up  Area,18-Mar,3 BHK,Alestrb,Mahatma Gandhi Road,1762,3,3,112
Built-up  Area,Ready To Move,2 BHK,Mameser,Mangalwar peth,560,2,1,16.6
Built-up  Area,Ready To Move,6 Bedroom,,Manik Bagh,2000,6,0,85
Super built-up  Area,Ready To Move,3 BHK,DSgmax ,Market yard,1410,2,2,38
Super built-up  Area,19-Dec,3 BHK,DSity S,Model colony,1853,3,1,64.86
Super built-up  Area,Ready To Move,2 BHK,,Mukund Nagar,1455,2,,69
Super built-up  Area,18-Jan,2 BHK,Prersis,Mundhawa,1138,2,1,110
Built-up  Area,Ready To Move,3 Bedroom,Adntsra,Nagar Road,2556,3,2,169
Super built-up  Area,18-May,3 BHK,,Nana Peth,1200,2,0,66.5
Super built-up  Area,Ready To Move,2 BHK,,Narayan Peth,1200,2,2,37
Super built-up  Area,Ready To Move,3 BHK,Soitya ,Narayangaon,204Sq. Meter,4,2,185
Plot  Area,19-Jan,2 Bedroom,,Navi Peth,1200,1,1,36
Super built-up  Area,19-Jun,3 BHK,VaiteEx,Padmavati,1870,3,2,138
Super built-up  Area,18-May,2 BHK,Prcesvy,Parvati Darshan,1199,2,1,86
Plot  Area,Ready To Move,6 Bedroom,,Pashan,800,8,,150
Super built-up  Area,Ready To Move,3 BHK,,Paud Road,1360,2,2,54.4
Super built-up  Area,Ready To Move,3 BHK,,Pirangut,1230,3,3,53
Super built-up  Area,Ready To Move,3 BHK,,Prabhat Road,2000,3,2,120
Plot  Area,Ready To Move,4 Bedroom,,Pune Railway Station,1200,4,2,250
Super built-up  Area,Ready To Move,2 BHK,Dieldli,Rasta Peth,1047,2,1,83
Plot  Area,18-Mar,4 Bedroom,,Raviwar Peth,6000,4,,260
Plot  Area,18-Feb,2 Bedroom,,Sadashiv Peth,1200,2,1,76
Super built-up  Area,18-Jan,2 BHK,V6estde,Sahakar Nagar,1255 - 1350,2,0,44.285
Super built-up  Area,Ready To Move,2 BHK,,Salunke Vihar,725,2,1,30
Super built-up  Area,Ready To Move,3 BHK,HRaniIb,Sasson Road,1645,3,1,100
Built-up  Area,Ready To Move,2 BHK,,Satara Road,870,2,1,65
Super built-up  Area,Ready To Move,2 BHK,,Senapati Bapat Road,1026,2,1,49.95
Built-up  Area,18-Jul,3 BHK,,Shaniwar Peth,2000,3,1,145
Super built-up  Area,Ready To Move,2 BHK,,Shivaji Nagar,1710,2,2,200
Super built-up  Area,18-Apr,3 BHK,PuendWe,Shukrawar Peth,1766,3,1,130
Super built-up  Area,Ready To Move,1 BHK,,Sinhagad Road,500,1,1,15
Built-up  Area,18-Apr,2 BHK,,Somwar Peth,1100,1,1,15
Super built-up  Area,Ready To Move,3 BHK,DLhtsen,Swargate,1221,3,3,52
Super built-up  Area,Ready To Move,1 BHK,,Tilak Road,680,1,1,46
Super built-up  Area,Ready To Move,2 BHK,Adeatlm,Uruli Devachi,1278,2,2,90
Super built-up  Area,Ready To Move,2 BHK,PentyVB,Vadgaon Budruk,1025,2,2,66
Super built-up  Area,18-Aug,2 BHK,SSdhimr,Wadgaon Sheri,1175,2,1,39
Super built-up  Area,19-Jul,2 BHK,Sasta S,Viman Nagar,870 - 1080,2,0,28.275
Built-up  Area,Ready To Move,1 Bedroom,,Vishrant Wadi,600,1,1,75
Super built-up  Area,Ready To Move,2 BHK,,Wagholi,850,2,1,42
Super built-up  Area,Ready To Move,2 BHK,,Wakadewadi,710,2,0,25
Built-up  Area,18-Dec,2 BHK,,Wanowrie,1165,2,1,33.64
Super built-up  Area,18-Apr,1 BHK,SNityVe,Warje,625,1,1,19
Super built-up  Area,Ready To Move,3 BHK,,Yerawada,1340,3,1,66
Super built-up  Area,Ready To Move,2 BHK,Patri M,Alandi Road,937,2,1,35
Plot  Area,Ready To Move,7 Bedroom,,Ambegaon Budruk,1500,6,0,210
Super built-up  Area,Ready To Move,1 BHK,Brine J,Anandnagar,750,1,1,52.5
Built-up  Area,Ready To Move,5 Bedroom,,Aundh,45Sq. Yards,6,3,400
Built-up  Area,Ready To Move,3 BHK,Koillph,Aundh Road,1475,3,3,78
Plot  Area,Ready To Move,4 Bedroom,,Balaji Nagar,2230,4,1,130
Plot  Area,Ready To Move,4 Bedroom,,Baner,2200,5,1,100
Plot  Area,Ready To Move,2 Bedroom,SrageGl,Baner road,900,2,0,65
Super built-up  Area,Ready To Move,2 BHK,MJtroty,Bhandarkar Road,1116,2,2,37
Built-up  Area,Ready To Move,2 BHK,,Bhavani Peth,948,2,1,75
Super built-up  Area,Ready To Move,2 BHK,,Bibvewadi,970,2,1,55
Super built-up  Area,Ready To Move,3 BHK,,Bopodi,1519,3,2,67.23
Super built-up  Area,Ready To Move,3 BHK,,Budhwar Peth,1200,2,1,65
Super built-up  Area,Ready To Move,3 BHK,Pride S,Bund Garden Road,1760,3,2,127
Plot  Area,Ready To Move,4 Bedroom,Chllea ,Camp,4400,5,3,525
Super built-up  Area,Ready To Move,3 BHK,HoAcela,Chandan Nagar,1914,3,3,179
Super built-up  Area,Ready To Move,3 BHK,PrityTr,Dapodi,1820,3,2,85.5
Super built-up  Area,Ready To Move,3 BHK,PrityTr,Deccan Gymkhana,1820,3,2,93
Built-up  Area,Ready To Move,3 BHK,Rahidhi,Dehu Road,1565,3,2,78
Super built-up  Area,Ready To Move,2 BHK,Nihtsur,Dhankawadi,1334,2,3,42.69
Super built-up  Area,19-Mar,2 BHK,,Dhayari Phata,924,2,2,76.23
Super built-up  Area,Ready To Move,2 BHK,DLhtsan,Dhole Patil Road,914,2,2,49
Built-up  Area,Ready To Move,1 BHK,,Erandwane,500,1,1,17
Super built-up  Area,18-Mar,3 BHK,Miitat ,Fatima Nagar,2145,3,3,125
Plot  Area,Ready To Move,5 Bedroom,,Fergusson College Road,1200,5,,162
Built-up  Area,18-Apr,3 BHK,,Ganesh Peth,1650,3,2,100
Super built-up  Area,Ready To Move,4 BHK,PueraRi,Ganeshkhind,3940,4,3,220
Built-up  Area,18-Dec,2 BHK,,Ghorpade Peth,1020,2,1,29.45
Built-up  Area,Ready To Move,2 BHK,,Ghorpadi,1180,2,3,58
Super built-up  Area,Ready To Move,2 BHK,Rilor C,Gokhale Nagar,1255,2,3,120
Super built-up  Area,20-Jul,3 BHK,Soond R,Gultekdi,2777.29,5,2,650
Super built-up  Area,Ready To Move,2 BHK,Heatee ,Guruwar peth,1014,2,1,35
Built-up  Area,Ready To Move,4 Bedroom,,Hadapsar,920,2,0,90
Super built-up  Area,Ready To Move,2 BHK,Inenshe,Hadapsar Industrial Estate,695,1,1,25
Plot  Area,Ready To Move,3 Bedroom,Prigh L,Hingne Khurd,2273,4,3,220
Super built-up  Area,18-Mar,2 BHK,,Jangali Maharaj Road,1140,2,2,48.95
Built-up  Area,Ready To Move,6 Bedroom,,Kalyani Nagar,3000,4,1,375
Super built-up  Area,Ready To Move,2 BHK,SSthamh,Karve Nagar,1180,2,2,41
Super built-up  Area,20-Aug,4 BHK,Pruthg ,Karve Road,2400,4,2,152
Super built-up  Area,Ready To Move,2 BHK,Inenshe,Kasba Peth,850,1,1,25
Super built-up  Area,Ready To Move,2 BHK,Koestpt,Katraj,1200,2,1,60
Built-up  Area,18-Dec,4 BHK,,Khadaki,3160,4,3,206
Super built-up  Area,Ready To Move,3 BHK,Keers S,Khadki,1769,3,3,96.87
Plot  Area,Ready To Move,4 Bedroom,Ceeury ,Kharadi,133.3Sq. Yards,3,2,160
Carpet  Area,18-Dec,4 BHK,Rosha I,Kondhwa,1554.3,4,1,131
Super built-up  Area,Ready To Move,2 BHK,,Kondhwa Budruk,1243,2,2,46
Plot  Area,18-Apr,4 Bedroom,,Kondhwa Khurd,4920,5,2,1150
Super built-up  Area,Ready To Move,2 BHK,Shbhi S,Koregaon Park,905,2,1,40
Built-up  Area,Ready To Move,1 Bedroom,,Kothrud,627,1,1,30
Built-up  Area,18-Mar,3 BHK,,Law College Road,2180,3,2,285
Super built-up  Area,Ready To Move,3 BHK,,Laxmi Road,2400,3,2,260
Super built-up  Area,Ready To Move,3 BHK,Palanla,Lulla Nagar,1435,3,1,73
Super built-up  Area,22-May,4 BHK,SoineC ,Mahatma Gandhi Road,3405.1,6,3,400
Built-up  Area,Ready To Move,3 BHK,KAMESRI,Mangalwar peth,1620,3,2,130
Super built-up  Area,Ready To Move,3 BHK,,Manik Bagh,1862,3,2,125
Super built-up  Area,19-Nov,2 BHK,,Market yard,674,1,1,19.9
Super built-up  Area,Ready To Move,2 BHK,,Model colony,1220,2,1,59
Super built-up  Area,Ready To Move,2 BHK,,Mukund Nagar,1027,2,2,44
Super built-up  Area,Ready To Move,2 BHK,GMown E,Mundhawa,1025,2,1,49
Super built-up  Area,Ready To Move,3 BHK,MenueNo,Nagar Road,1430,2,3,54.5
Super built-up  Area,Ready To Move,2 BHK,Diensso,Nana Peth,1235,2,3,65
Super built-up  Area,Ready To Move,3 BHK,NianaBr,Narayan Peth,1291,2,3,32
Super built-up  Area,Ready To Move,3 BHK,PuandHi,Narayangaon,1498,3,2,95
Super built-up  Area,Ready To Move,3 BHK,Adeatlm,Navi Peth,2180,3,2,240
Super built-up  Area,18-Apr,2 BHK,,Padmavati,1000,2,1,29.7
Plot  Area,Ready To Move,2 Bedroom,,Parvati Darshan,922,2,1,70
Built-up  Area,Ready To Move,2 BHK,,Pashan,850,2,1,72
Plot  Area,Ready To Move,3 Bedroom,,Paud Road,750,3,2,155
Super built-up  Area,Ready To Move,2 BHK,CMhamai,Pirangut,1123,2,2,64
Super built-up  Area,Ready To Move,2 BHK,GRvanun,Prabhat Road,1235,2,1,75
Super built-up  Area,Ready To Move,2 BHK,,Pune Railway Station,1250,2,1,55.55
Plot  Area,Ready To Move,4 Bedroom,Prrry M,Rasta Peth,2403,5,,360
Super built-up  Area,18-Nov,2 BHK,AsastDe,Raviwar Peth,984,2,1,45.91
Super built-up  Area,Ready To Move,2 BHK,PuineSu,Sadashiv Peth,1305,2,1,99
Plot  Area,Ready To Move,2 Bedroom,,Sahakar Nagar,1200,1,0,65
Plot  Area,Ready To Move,3 Bedroom,,Salunke Vihar,600,3,1,90
Super built-up  Area,19-Jun,4 BHK,Raard B,Sasson Road,2790,5,3,204
Super built-up  Area,Ready To Move,4 BHK,Brglede,Satara Road,2010,3,2,125
Built-up  Area,Ready To Move,2 BHK,,Senapati Bapat Road,995,2,0,42
Built-up  Area,Ready To Move,2 BHK,VRdelit,Shaniwar Peth,1277,2,2,59
Super built-up  Area,Ready To Move,2 BHK,,Shivaji Nagar,1236,2,2,61.33
Super built-up  Area,Ready To Move,2 BHK,DLhtsnd,Shukrawar Peth,1265,2,3,67
Super built-up  Area,18-Apr,1 BHK,PrarePa,Sinhagad Road,525,,,27
Built-up  Area,Ready To Move,5 BHK,MauilTr,Somwar Peth,2570,4,,141
Plot  Area,Ready To Move,4 Bedroom,,Swargate,2400,5,3,390
Super built-up  Area,Ready To Move,3 BHK,ALtonea,Tilak Road,1442,3,2,56.24
Super built-up  Area,Ready To Move,2 BHK,AWharde,Uruli Devachi,1224,2,2,70
Super built-up  Area,Ready To Move,2 BHK,,Vadgaon Budruk,1205,2,1,59
Super built-up  Area,Ready To Move,2 BHK,APusenc,Wadgaon Sheri,1233,2,3,100
Super built-up  Area,Ready To Move,2 BHK,,Viman Nagar,1312,2,3,69
Super built-up  Area,Ready To Move,3 BHK,Goty  E,Vishrant Wadi,1449,3,2,90
Super built-up  Area,Ready To Move,2 BHK,Nisisn ,Wagholi,1090,2,1,54
Plot  Area,Ready To Move,5 Bedroom,,Wakadewadi,2100,5,0,150
Super built-up  Area,Ready To Move,3 BHK,,Wanowrie,1390,2,3,62.55
Super built-up  Area,Ready To Move,2 BHK,Srncyya,Warje,1200,2,3,78
Plot  Area,Ready To Move,4 Bedroom,,Yerawada,600,2,2,50
Super built-up  Area,Ready To Move,2 BHK,Vincyat,Alandi Road,1000,2,2,58
Plot  Area,18-Oct,4 Bedroom,Amais V,Ambegaon Budruk,2400,5,2,190
Super built-up  Area,21-Dec,3 BHK,Bhe 2ko,Anandnagar,1732,3,1,85.73
Super built-up  Area,Ready To Move,2 BHK,Bregae ,Aundh,1290,2,2,80
Super built-up  Area,Ready To Move,3 BHK,,Aundh Road,1840,3,3,85
Super built-up  Area,Ready To Move,3 BHK,Bhmesy ,Balaji Nagar,1917,4,2,100
Built-up  Area,Ready To Move,2 BHK,NaaveEn,Baner,1100,2,2,57
Super built-up  Area,Ready To Move,3 BHK,,Baner road,1455,2,3,60
Super built-up  Area,18-Dec,4 BHK,Jaades ,Bhandarkar Road,2774,4,3,208
Plot  Area,Ready To Move,5 Bedroom,,Bhavani Peth,1200,5,,255
Super built-up  Area,Ready To Move,3 BHK,Shireru,Bibvewadi,1425,2,2,65
Super built-up  Area,18-Dec,3 BHK,Prtates,Bopodi,1655,3,1,113
Super built-up  Area,18-Mar,4 BHK,SNnia E,Budhwar Peth,2805,5,3,160
Built-up  Area,Ready To Move,7 Bedroom,,Bund Garden Road,600,7,3,93
Super built-up  Area,Ready To Move,2 BHK,,Camp,1040,2,1,46.79
Super built-up  Area,Ready To Move,2 BHK,,Chandan Nagar,1126,2,1,55
Plot  Area,Ready To Move,6 Bedroom,,Dapodi,1600,4,1,200
Super built-up  Area,Ready To Move,2 BHK,,Deccan Gymkhana,1250,2,1,55.55
Plot  Area,Ready To Move,4 Bedroom,InllaPa,Dehu Road,1800,4,2,180
Plot  Area,Ready To Move,2 Bedroom,,Dhankawadi,1200,2,0,53
Built-up  Area,Ready To Move,4 BHK,VMowsea,Dhayari Phata,2050,3,1,100
Super built-up  Area,Ready To Move,1 BHK,UKe 2nz,Dhole Patil Road,530,1,1,29.44
Built-up  Area,19-Jun,4 Bedroom,Caonand,Erandwane,2580 - 2591,4,0,139.5
Super built-up  Area,Ready To Move,2 BHK,Prrtht ,Fatima Nagar,883,2,1,37
Super built-up  Area,Ready To Move,3 BHK,,Fergusson College Road,1490,2,2,59.6
Super built-up  Area,Ready To Move,2 BHK,SVodsve,Ganesh Peth,1295,2,2,95
Super built-up  Area,Ready To Move,3 BHK,Suiseit,Ganeshkhind,1275,3,1,59
Super built-up  Area,Ready To Move,2 BHK,,Ghorpade Peth,800,2,2,30
Super built-up  Area,Ready To Move,1 BHK,,Ghorpadi,1200,1,0,95
Super built-up  Area,Ready To Move,2 BHK,MancyRe,Gokhale Nagar,1063,2,1,58
